return_id,viewed_product_page,viewed_compatibility_guide,viewed_size_guide,viewed_manual,contacted_support,support_contact_count,attempted_troubleshooting,replacement_requested,refund_requested,days_before_contact,customer_action_notes
RET-100448,True,True,True,True,False,1,True,False,True,6,Customer initiated return for CUSTOMER_DAMAGE
RET-100449,True,True,True,False,False,0,False,True,False,3,Customer initiated return for PRODUCT_DEFECT
RET-100450,True,False,True,False,True,1,True,True,True,6,Customer initiated return for MISSING_ACCESSORY
RET-100451,True,True,False,False,False,1,False,False,True,10,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100452,True,True,False,True,True,1,True,False,True,0,Customer initiated return for LISTING_MISMATCH
RET-100453,True,True,True,True,False,2,True,True,False,3,Customer initiated return for PRODUCT_DEFECT
RET-100454,True,False,False,False,True,2,False,True,True,0,Customer initiated return for MISSING_ACCESSORY
RET-100455,True,True,False,False,False,2,True,False,True,10,Customer initiated return for LISTING_MISMATCH
RET-100456,True,True,False,False,False,1,False,False,True,2,Customer initiated return for NO_FAULT_FOUND
RET-100457,True,True,True,False,True,2,True,False,True,9,Customer initiated return for LISTING_MISMATCH
RET-100458,True,False,False,True,False,2,False,True,True,4,Customer initiated return for MISSING_ACCESSORY
RET-100459,True,True,True,True,True,0,True,False,True,6,Customer initiated return for LISTING_MISMATCH
RET-100460,True,False,True,False,True,2,False,False,True,1,Customer initiated return for PERFORMANCE_EXPECTATION
RET-100461,True,False,True,True,False,2,True,False,True,2,Customer initiated return for COMPATIBILITY_ISSUE
RET-100462,True,False,True,False,True,0,False,False,True,0,Customer initiated return for COMPATIBILITY_ISSUE
RET-100463,True,False,False,True,False,1,True,True,False,9,Customer initiated return for PRODUCT_DEFECT
RET-100464,True,False,False,False,True,0,False,True,False,4,Customer initiated return for PRODUCT_DEFECT
RET-100465,True,False,True,False,False,0,False,False,True,8,Customer initiated return for COMPATIBILITY_ISSUE
RET-100466,True,False,True,True,False,2,True,False,True,1,Customer initiated return for COMPATIBILITY_ISSUE
RET-100467,True,True,True,False,True,0,True,True,False,10,Customer initiated return for PRODUCT_DEFECT
RET-100468,True,True,True,False,True,0,False,True,False,1,Customer initiated return for PRODUCT_DEFECT
RET-100469,True,False,False,False,False,0,False,True,False,7,Customer initiated return for SHIPPING_DAMAGE
RET-100470,True,True,False,False,True,2,True,False,True,3,Customer initiated return for LISTING_MISMATCH
RET-100471,True,False,False,True,True,1,True,False,True,4,Customer initiated return for PACKAGING_ISSUE
RET-100472,True,False,False,False,False,1,True,False,True,5,Customer initiated return for LISTING_MISMATCH
RET-100473,True,True,True,True,True,1,False,False,True,8,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100474,True,True,True,True,True,2,True,False,True,5,Customer initiated return for CUSTOMER_DAMAGE
RET-100475,True,False,True,False,True,2,True,True,False,5,Customer initiated return for PRODUCT_DEFECT
RET-100476,True,False,False,False,False,2,False,False,True,5,Customer initiated return for COMPATIBILITY_ISSUE
RET-100477,True,False,True,False,True,2,True,False,True,2,Customer initiated return for LISTING_MISMATCH
RET-100478,True,False,True,True,True,1,False,True,False,6,Customer initiated return for PRODUCT_DEFECT
RET-100479,True,False,False,True,False,0,False,False,True,8,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100480,True,False,True,False,True,1,False,False,True,3,Customer initiated return for NO_FAULT_FOUND
RET-100481,True,False,True,True,False,0,False,True,False,10,Customer initiated return for PRODUCT_DEFECT
RET-100482,True,True,True,False,False,1,True,True,False,8,Customer initiated return for PRODUCT_DEFECT
RET-100483,True,True,True,True,True,2,True,True,False,9,Customer initiated return for PRODUCT_DEFECT
RET-100484,True,True,True,False,True,2,False,False,True,2,Customer initiated return for SETUP_DIFFICULTY
RET-100485,True,True,False,False,True,1,True,True,True,7,Customer initiated return for MISSING_ACCESSORY
RET-100486,True,True,True,False,True,2,False,False,True,10,Customer initiated return for NO_FAULT_FOUND
RET-100487,True,True,False,True,False,1,False,True,False,8,Customer initiated return for PRODUCT_DEFECT
RET-100488,True,False,False,True,True,1,True,False,True,3,Customer initiated return for COMPATIBILITY_ISSUE
RET-100489,True,True,False,False,True,2,True,False,True,7,Customer initiated return for NO_FAULT_FOUND
RET-100490,True,False,False,False,False,0,True,False,True,4,Customer initiated return for LISTING_MISMATCH
RET-100491,True,False,True,False,True,2,False,False,True,9,Customer initiated return for SETUP_DIFFICULTY
RET-100492,True,True,True,False,False,1,True,True,True,7,Customer initiated return for MISSING_ACCESSORY
RET-100493,True,False,False,True,False,1,False,False,True,1,Customer initiated return for LISTING_MISMATCH
RET-100494,True,False,True,True,False,2,True,False,True,10,Customer initiated return for CUSTOMER_DAMAGE
RET-100495,True,True,True,True,True,1,True,True,False,3,Customer initiated return for PRODUCT_DEFECT
RET-100496,True,False,False,False,True,0,False,False,True,5,Customer initiated return for OTHER
RET-100497,True,True,False,False,False,1,False,False,True,2,Customer initiated return for CUSTOMER_DAMAGE
RET-100498,True,False,True,False,False,2,True,True,False,5,Customer initiated return for PRODUCT_DEFECT
RET-100499,True,True,True,True,True,1,True,True,False,5,Customer initiated return for PRODUCT_DEFECT
RET-100500,True,True,False,False,True,2,False,True,False,9,Customer initiated return for PRODUCT_DEFECT
RET-100501,True,True,True,False,False,2,True,False,True,9,Customer initiated return for PACKAGING_ISSUE
RET-100502,True,False,True,False,True,2,True,False,True,6,Customer initiated return for COMPATIBILITY_ISSUE
RET-100503,True,False,False,True,False,0,True,False,True,3,Customer initiated return for CUSTOMER_DAMAGE
RET-100504,True,False,True,False,True,2,False,True,False,4,Customer initiated return for PRODUCT_DEFECT
RET-100505,True,True,False,True,True,0,True,False,True,0,Customer initiated return for LISTING_MISMATCH
RET-100506,True,False,False,True,False,1,False,False,True,3,Customer initiated return for COMPATIBILITY_ISSUE
RET-100507,True,False,False,False,True,1,True,True,False,4,Customer initiated return for PRODUCT_DEFECT
RET-100508,True,True,False,True,True,2,True,False,True,3,Customer initiated return for OTHER
RET-100509,True,True,False,True,False,1,False,True,False,10,Customer initiated return for PRODUCT_DEFECT
RET-100510,True,True,True,False,True,2,True,False,True,4,Customer initiated return for WARRANTY_FAILURE
RET-100511,True,False,True,False,True,1,False,False,True,7,Customer initiated return for WARRANTY_FAILURE
RET-100512,True,True,True,True,True,2,True,False,True,9,Customer initiated return for LISTING_MISMATCH
RET-100513,True,True,False,True,True,1,True,True,False,2,Customer initiated return for PRODUCT_DEFECT
RET-100514,True,True,True,True,False,0,False,True,False,1,Customer initiated return for PRODUCT_DEFECT
RET-100515,True,True,False,False,True,0,True,False,True,10,Customer initiated return for PACKAGING_ISSUE
RET-100516,True,True,True,True,True,2,False,True,False,2,Customer initiated return for PRODUCT_DEFECT
RET-100517,True,True,True,True,True,1,True,False,True,6,Customer initiated return for LISTING_MISMATCH
RET-100518,True,False,False,False,True,1,True,False,True,2,Customer initiated return for WARRANTY_FAILURE
RET-100519,True,True,True,True,True,0,False,False,True,0,Customer initiated return for LISTING_MISMATCH
RET-100520,True,True,True,False,True,2,False,False,True,1,Customer initiated return for SETUP_DIFFICULTY
RET-100521,True,True,True,True,True,0,False,True,False,10,Customer initiated return for SHIPPING_DAMAGE
RET-100522,True,False,True,False,False,2,True,True,True,5,Customer initiated return for MISSING_ACCESSORY
RET-100523,True,False,False,False,True,1,True,False,True,2,Customer initiated return for CUSTOMER_DAMAGE
RET-100524,True,False,False,True,False,2,True,True,False,6,Customer initiated return for PRODUCT_DEFECT
RET-100525,True,False,True,True,True,1,True,False,True,2,Customer initiated return for COMPATIBILITY_ISSUE
RET-100526,True,True,False,True,True,2,False,False,True,3,Customer initiated return for NO_FAULT_FOUND
RET-100527,True,False,False,True,False,0,True,False,True,5,Customer initiated return for COMPATIBILITY_ISSUE
RET-100528,True,False,True,False,False,0,False,False,True,3,Customer initiated return for COMPATIBILITY_ISSUE
RET-100529,True,False,False,True,True,2,False,False,True,0,Customer initiated return for WARRANTY_FAILURE
RET-100530,True,True,True,False,False,0,False,True,True,1,Customer initiated return for MISSING_ACCESSORY
RET-100531,True,True,False,True,False,2,True,True,True,0,Customer initiated return for MISSING_ACCESSORY
RET-100532,True,True,True,True,True,0,False,True,False,7,Customer initiated return for PRODUCT_DEFECT
RET-100533,True,False,False,False,False,2,True,False,True,10,Customer initiated return for COMPATIBILITY_ISSUE
RET-100534,True,True,False,True,False,0,True,True,False,3,Customer initiated return for PRODUCT_DEFECT
RET-100535,True,False,True,False,False,2,True,False,True,2,Customer initiated return for LISTING_MISMATCH
RET-100536,True,False,True,True,False,2,False,True,False,9,Customer initiated return for PRODUCT_DEFECT
RET-100537,True,False,False,False,False,1,False,True,False,4,Customer initiated return for PRODUCT_DEFECT
RET-100538,True,False,True,False,True,1,True,False,True,9,Customer initiated return for COMPATIBILITY_ISSUE
RET-100539,True,True,False,False,True,3,False,False,True,9,Customer initiated return for SETUP_DIFFICULTY
RET-100540,True,False,True,False,True,1,True,False,True,6,Customer initiated return for LISTING_MISMATCH
RET-100541,True,True,True,True,False,1,False,False,True,1,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100542,True,False,True,False,True,5,False,False,True,5,Customer initiated return for SETUP_DIFFICULTY
RET-100543,True,False,True,True,True,2,True,False,True,1,Customer initiated return for COMPATIBILITY_ISSUE
RET-100544,True,True,False,False,True,1,False,False,True,8,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100545,True,False,True,False,False,1,True,True,False,9,Customer initiated return for SHIPPING_DAMAGE
RET-100546,True,True,False,False,True,1,False,False,True,1,Customer initiated return for NO_FAULT_FOUND
RET-100547,True,True,True,True,False,1,False,True,False,6,Customer initiated return for PRODUCT_DEFECT
RET-100548,True,False,True,False,True,2,True,False,True,1,Customer initiated return for COMPATIBILITY_ISSUE
RET-100549,True,True,True,False,False,2,True,True,False,3,Customer initiated return for PRODUCT_DEFECT
RET-100550,True,False,False,False,False,2,True,False,True,4,Customer initiated return for LISTING_MISMATCH
RET-100551,True,True,True,False,True,4,False,False,True,4,Customer initiated return for SETUP_DIFFICULTY
RET-100552,True,False,True,False,True,0,True,False,True,10,Customer initiated return for COMPATIBILITY_ISSUE
RET-100553,True,False,False,False,True,2,True,False,True,4,Customer initiated return for COMPATIBILITY_ISSUE
RET-100554,True,True,True,False,False,2,True,True,True,0,Customer initiated return for MISSING_ACCESSORY
RET-100555,True,False,True,True,True,2,True,False,True,4,Customer initiated return for COMPATIBILITY_ISSUE
RET-100556,True,True,True,False,True,2,True,False,True,2,Customer initiated return for WARRANTY_FAILURE
RET-100557,True,True,False,True,False,1,True,False,True,3,Customer initiated return for LISTING_MISMATCH
RET-100558,True,False,False,False,False,0,False,False,True,9,Customer initiated return for LISTING_MISMATCH
RET-100559,True,False,False,True,True,0,True,True,False,9,Customer initiated return for PRODUCT_DEFECT
RET-100560,True,True,True,True,True,1,True,True,False,4,Customer initiated return for PRODUCT_DEFECT
RET-100561,True,True,False,True,False,1,True,False,True,7,Customer initiated return for PERFORMANCE_EXPECTATION
RET-100562,True,True,False,False,True,5,False,False,True,6,Customer initiated return for SETUP_DIFFICULTY
RET-100563,True,False,False,False,True,1,False,False,True,3,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100564,True,False,True,False,True,0,False,False,True,1,Customer initiated return for LISTING_MISMATCH
RET-100565,True,True,True,True,True,1,False,True,False,7,Customer initiated return for PRODUCT_DEFECT
RET-100566,True,True,True,True,False,1,True,True,False,3,Customer initiated return for PRODUCT_DEFECT
RET-100567,True,True,True,True,False,1,False,True,True,8,Customer initiated return for MISSING_ACCESSORY
RET-100568,True,False,False,True,False,2,True,False,True,10,Customer initiated return for COMPATIBILITY_ISSUE
RET-100569,True,False,True,True,False,2,False,True,False,6,Customer initiated return for PRODUCT_DEFECT
RET-100570,True,True,True,True,True,1,False,False,True,0,Customer initiated return for WARRANTY_FAILURE
RET-100571,True,False,True,False,False,1,True,True,False,7,Customer initiated return for PRODUCT_DEFECT
RET-100572,True,True,True,False,True,2,False,False,True,3,Customer initiated return for CUSTOMER_DAMAGE
RET-100573,True,False,False,True,True,2,True,True,False,6,Customer initiated return for PRODUCT_DEFECT
RET-100574,True,True,False,False,True,1,False,False,True,1,Customer initiated return for OTHER
RET-100575,True,False,True,False,False,1,False,False,True,9,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100576,True,False,True,False,False,0,True,False,True,4,Customer initiated return for LISTING_MISMATCH
RET-100577,True,True,False,False,True,3,False,False,True,7,Customer initiated return for SETUP_DIFFICULTY
RET-100578,True,True,True,True,True,0,False,False,True,4,Customer initiated return for WARRANTY_FAILURE
RET-100579,True,True,True,True,False,2,True,False,True,8,Customer initiated return for LISTING_MISMATCH
RET-100580,True,False,False,False,True,0,False,False,True,0,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100581,True,True,True,False,False,2,True,False,True,4,Customer initiated return for PERFORMANCE_EXPECTATION
RET-100582,True,True,True,False,False,1,True,False,True,5,Customer initiated return for PERFORMANCE_EXPECTATION
RET-100583,True,False,False,True,False,1,False,False,True,5,Customer initiated return for COMPATIBILITY_ISSUE
RET-100584,True,True,True,False,False,2,False,False,True,10,Customer initiated return for LISTING_MISMATCH
RET-100585,True,True,False,False,True,1,False,False,True,1,Customer initiated return for LISTING_MISMATCH
RET-100586,True,True,True,False,True,2,False,False,True,6,Customer initiated return for SETUP_DIFFICULTY
RET-100587,True,False,False,False,False,0,True,True,True,2,Customer initiated return for MISSING_ACCESSORY
RET-100588,True,False,False,False,False,0,True,True,False,2,Customer initiated return for PRODUCT_DEFECT
RET-100589,True,False,False,True,True,2,True,True,False,9,Customer initiated return for PRODUCT_DEFECT
RET-100590,True,True,False,False,False,1,False,False,True,9,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100591,True,True,False,True,False,0,False,True,False,1,Customer initiated return for SHIPPING_DAMAGE
RET-100592,True,False,False,True,True,2,True,False,True,7,Customer initiated return for LISTING_MISMATCH
RET-100593,True,True,True,True,True,2,False,False,True,3,Customer initiated return for LISTING_MISMATCH
RET-100594,True,True,True,False,False,0,False,False,True,10,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100595,True,True,True,False,False,2,True,False,True,7,Customer initiated return for CUSTOMER_DAMAGE
RET-100596,True,False,True,True,True,2,False,False,True,3,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100597,True,True,False,True,False,2,True,False,True,5,Customer initiated return for PACKAGING_ISSUE
RET-100598,True,True,False,False,False,2,True,True,False,9,Customer initiated return for PRODUCT_DEFECT
RET-100599,True,True,True,False,True,0,False,False,True,7,Customer initiated return for LISTING_MISMATCH
RET-100600,True,False,True,False,False,0,False,True,False,2,Customer initiated return for SHIPPING_DAMAGE
RET-100601,True,True,True,False,True,0,True,True,False,4,Customer initiated return for PRODUCT_DEFECT
RET-100602,True,False,True,False,False,0,False,False,True,6,Customer initiated return for LISTING_MISMATCH
RET-100603,True,True,False,False,True,0,False,False,True,0,Customer initiated return for LISTING_MISMATCH
RET-100604,True,False,True,False,True,0,False,False,True,10,Customer initiated return for WARRANTY_FAILURE
RET-100605,True,True,True,True,False,0,True,True,False,3,Customer initiated return for SHIPPING_DAMAGE
RET-100606,True,True,True,True,False,0,True,False,True,0,Customer initiated return for PERFORMANCE_EXPECTATION
RET-100607,True,False,False,False,False,0,False,False,True,9,Customer initiated return for PACKAGING_ISSUE
RET-100608,True,False,True,True,False,1,False,False,True,1,Customer initiated return for COMPATIBILITY_ISSUE
RET-100609,True,True,True,False,True,0,True,True,False,3,Customer initiated return for PRODUCT_DEFECT
RET-100610,True,False,True,False,True,1,False,False,True,10,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100611,True,False,True,True,False,1,True,True,False,1,Customer initiated return for PRODUCT_DEFECT
RET-100612,True,False,False,False,True,2,False,True,True,8,Customer initiated return for MISSING_ACCESSORY
RET-100613,True,True,True,True,False,0,True,False,True,6,Customer initiated return for NO_FAULT_FOUND
RET-100614,True,False,False,False,True,3,False,False,True,8,Customer initiated return for SETUP_DIFFICULTY
RET-100615,True,True,False,False,False,2,False,False,True,3,Customer initiated return for OTHER
RET-100616,True,True,True,False,True,0,False,False,True,10,Customer initiated return for WARRANTY_FAILURE
RET-100617,True,True,False,True,False,2,False,True,True,5,Customer initiated return for MISSING_ACCESSORY
RET-100618,True,True,True,False,True,2,True,False,True,6,Customer initiated return for LISTING_MISMATCH
RET-100619,True,True,True,True,False,0,False,True,True,2,Customer initiated return for MISSING_ACCESSORY
RET-100620,True,True,False,False,True,1,False,True,False,3,Customer initiated return for PRODUCT_DEFECT
RET-100621,True,True,False,True,False,2,False,False,True,2,Customer initiated return for NO_FAULT_FOUND
RET-100622,True,False,False,False,False,1,True,False,True,3,Customer initiated return for COMPATIBILITY_ISSUE
RET-100623,True,False,True,False,True,1,False,False,True,6,Customer initiated return for COMPATIBILITY_ISSUE
RET-100624,True,True,False,False,True,2,False,True,False,10,Customer initiated return for PRODUCT_DEFECT
RET-100625,True,True,False,False,True,1,True,False,True,4,Customer initiated return for NO_FAULT_FOUND
RET-100626,True,False,False,False,False,2,False,False,True,9,Customer initiated return for LISTING_MISMATCH
RET-100627,True,False,True,False,True,0,False,True,True,2,Customer initiated return for MISSING_ACCESSORY
RET-100628,True,True,False,False,True,0,False,False,True,9,Customer initiated return for PACKAGING_ISSUE
RET-100629,True,False,True,False,False,2,False,False,True,9,Customer initiated return for PERFORMANCE_EXPECTATION
RET-100630,True,True,False,False,True,2,False,False,True,4,Customer initiated return for WARRANTY_FAILURE
RET-100631,True,False,True,False,False,1,False,False,True,1,Customer initiated return for COMPATIBILITY_ISSUE
RET-100632,True,True,False,True,False,1,False,False,True,6,Customer initiated return for CUSTOMER_DAMAGE
RET-100633,True,False,False,False,False,1,True,True,False,9,Customer initiated return for PRODUCT_DEFECT
RET-100634,True,True,True,False,True,0,True,False,True,6,Customer initiated return for PACKAGING_ISSUE
RET-100635,True,True,True,False,True,4,False,False,True,5,Customer initiated return for SETUP_DIFFICULTY
RET-100636,True,False,False,False,False,0,False,True,False,8,Customer initiated return for SHIPPING_DAMAGE
RET-100637,True,True,True,False,True,3,False,False,True,6,Customer initiated return for SETUP_DIFFICULTY
RET-100638,True,False,True,False,False,2,True,False,True,5,Customer initiated return for LISTING_MISMATCH
RET-100639,True,True,True,False,False,0,True,True,False,9,Customer initiated return for PRODUCT_DEFECT
RET-100640,True,False,False,False,False,1,True,True,False,7,Customer initiated return for PRODUCT_DEFECT
RET-100641,True,True,False,True,False,1,False,False,True,9,Customer initiated return for PERFORMANCE_EXPECTATION
RET-100642,True,True,True,True,True,1,True,False,True,7,Customer initiated return for NO_FAULT_FOUND
RET-100643,True,False,False,True,True,2,False,False,True,1,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100644,True,True,True,False,True,2,False,False,True,9,Customer initiated return for SETUP_DIFFICULTY
RET-100645,True,True,True,True,False,1,False,True,False,2,Customer initiated return for PRODUCT_DEFECT
RET-100646,True,False,True,False,True,2,True,False,True,8,Customer initiated return for COMPATIBILITY_ISSUE
RET-100647,True,False,False,False,True,2,False,False,True,10,Customer initiated return for SETUP_DIFFICULTY
RET-100648,True,True,True,False,True,2,True,True,False,0,Customer initiated return for PRODUCT_DEFECT
RET-100649,True,False,True,True,False,1,True,False,True,1,Customer initiated return for COMPATIBILITY_ISSUE
RET-100650,True,False,False,True,False,2,True,True,False,5,Customer initiated return for SHIPPING_DAMAGE
RET-100651,True,True,True,False,False,0,True,False,True,6,Customer initiated return for PERFORMANCE_EXPECTATION
RET-100652,True,True,False,False,True,4,False,False,True,8,Customer initiated return for SETUP_DIFFICULTY
RET-100653,True,False,True,True,True,0,True,True,False,7,Customer initiated return for PRODUCT_DEFECT
RET-100654,True,True,True,True,False,1,True,True,False,1,Customer initiated return for SHIPPING_DAMAGE
RET-100655,True,False,False,False,True,2,True,True,False,10,Customer initiated return for PRODUCT_DEFECT
RET-100656,True,True,True,True,True,1,False,True,True,8,Customer initiated return for MISSING_ACCESSORY
RET-100657,True,True,False,True,True,0,True,False,True,10,Customer initiated return for WARRANTY_FAILURE
RET-100658,True,True,False,False,False,0,False,False,True,2,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100659,True,True,False,False,False,2,True,True,True,2,Customer initiated return for MISSING_ACCESSORY
RET-100660,True,False,True,False,False,1,False,False,True,8,Customer initiated return for LISTING_MISMATCH
RET-100661,True,True,False,False,True,0,False,False,True,8,Customer initiated return for WARRANTY_FAILURE
RET-100662,True,True,True,False,False,1,False,True,False,2,Customer initiated return for PRODUCT_DEFECT
RET-100663,True,True,True,True,False,1,True,True,False,5,Customer initiated return for SHIPPING_DAMAGE
RET-100664,True,True,False,False,False,2,False,False,True,6,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100665,True,False,False,False,False,0,True,False,True,5,Customer initiated return for COMPATIBILITY_ISSUE
RET-100666,True,False,False,False,True,0,False,False,True,9,Customer initiated return for CUSTOMER_DAMAGE
RET-100667,True,False,True,False,True,2,False,True,True,8,Customer initiated return for MISSING_ACCESSORY
RET-100668,True,False,False,False,False,1,True,False,True,4,Customer initiated return for COMPATIBILITY_ISSUE
RET-100669,True,False,False,False,True,1,True,False,True,10,Customer initiated return for COMPATIBILITY_ISSUE
RET-100670,True,False,False,False,False,0,True,False,True,9,Customer initiated return for COMPATIBILITY_ISSUE
RET-100671,True,False,False,False,True,2,False,True,False,1,Customer initiated return for PRODUCT_DEFECT
RET-100672,True,False,True,False,True,5,False,False,True,5,Customer initiated return for SETUP_DIFFICULTY
RET-100673,True,False,False,False,True,1,True,True,False,5,Customer initiated return for SHIPPING_DAMAGE
RET-100674,True,True,False,True,False,0,False,True,False,8,Customer initiated return for SHIPPING_DAMAGE
RET-100675,True,False,True,False,True,0,False,False,True,3,Customer initiated return for CUSTOMER_DAMAGE
RET-100676,True,False,True,False,True,0,True,True,False,8,Customer initiated return for SHIPPING_DAMAGE
RET-100677,True,False,False,False,True,0,True,False,True,1,Customer initiated return for LISTING_MISMATCH
RET-100678,True,True,True,True,True,2,False,False,True,10,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100679,True,False,False,True,False,0,True,False,True,10,Customer initiated return for COMPATIBILITY_ISSUE
RET-100680,True,False,False,False,True,2,True,True,True,3,Customer initiated return for MISSING_ACCESSORY
RET-100681,True,False,True,False,False,2,False,False,True,0,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100682,True,True,False,False,True,1,False,True,True,9,Customer initiated return for MISSING_ACCESSORY
RET-100683,True,False,False,True,False,1,True,True,False,6,Customer initiated return for PRODUCT_DEFECT
RET-100684,True,False,True,False,True,2,True,True,False,9,Customer initiated return for SHIPPING_DAMAGE
RET-100685,True,False,True,False,True,1,False,True,False,2,Customer initiated return for PRODUCT_DEFECT
RET-100686,True,True,True,True,False,1,True,False,True,0,Customer initiated return for PERFORMANCE_EXPECTATION
RET-100687,True,True,True,False,True,2,False,False,True,4,Customer initiated return for LISTING_MISMATCH
RET-100688,True,False,True,False,False,0,True,True,False,3,Customer initiated return for PRODUCT_DEFECT
RET-100689,True,False,False,True,True,0,True,False,True,8,Customer initiated return for LISTING_MISMATCH
RET-100690,True,True,True,True,False,0,False,False,True,8,Customer initiated return for NO_FAULT_FOUND
RET-100691,True,True,False,False,False,2,False,False,True,3,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100692,True,False,False,False,False,1,False,True,True,9,Customer initiated return for MISSING_ACCESSORY
RET-100693,True,True,True,True,False,1,True,True,False,7,Customer initiated return for PRODUCT_DEFECT
RET-100694,True,False,False,False,True,0,False,False,True,6,Customer initiated return for WARRANTY_FAILURE
RET-100695,True,True,False,False,True,0,True,False,True,1,Customer initiated return for CUSTOMER_DAMAGE
RET-100696,True,True,False,True,True,2,False,True,False,9,Customer initiated return for PRODUCT_DEFECT
RET-100697,True,True,False,False,False,0,True,True,False,3,Customer initiated return for PRODUCT_DEFECT
RET-100698,True,True,True,True,True,0,False,True,False,3,Customer initiated return for SHIPPING_DAMAGE
RET-100699,True,True,True,True,True,2,True,True,False,6,Customer initiated return for SHIPPING_DAMAGE
RET-100700,True,False,False,False,True,0,False,True,False,9,Customer initiated return for SHIPPING_DAMAGE
RET-100701,True,True,False,True,False,1,True,False,True,3,Customer initiated return for PERFORMANCE_EXPECTATION
RET-100702,True,False,False,False,True,0,True,False,True,5,Customer initiated return for COMPATIBILITY_ISSUE
RET-100703,True,True,False,False,True,4,False,False,True,4,Customer initiated return for SETUP_DIFFICULTY
RET-100704,True,False,True,True,True,2,True,False,True,1,Customer initiated return for COMPATIBILITY_ISSUE
RET-100705,True,False,False,True,True,0,False,False,True,3,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100706,True,False,False,True,True,0,False,True,False,1,Customer initiated return for SHIPPING_DAMAGE
RET-100707,True,False,True,False,False,0,True,False,True,3,Customer initiated return for NO_FAULT_FOUND
RET-100708,True,False,False,True,False,1,True,True,True,4,Customer initiated return for MISSING_ACCESSORY
RET-100709,True,True,False,True,False,1,False,False,True,10,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100710,True,False,True,False,True,5,False,False,True,4,Customer initiated return for SETUP_DIFFICULTY
RET-100711,True,False,False,False,True,2,False,False,True,5,Customer initiated return for SETUP_DIFFICULTY
RET-100712,True,False,True,False,False,1,False,False,True,2,Customer initiated return for LISTING_MISMATCH
RET-100713,True,True,False,False,False,1,True,False,True,9,Customer initiated return for CUSTOMER_DAMAGE
RET-100714,True,False,False,False,True,3,False,False,True,10,Customer initiated return for SETUP_DIFFICULTY
RET-100715,True,False,False,True,True,1,True,False,True,8,Customer initiated return for WARRANTY_FAILURE
RET-100716,True,False,True,True,False,0,False,True,False,0,Customer initiated return for PRODUCT_DEFECT
RET-100717,True,False,True,True,False,2,False,True,True,9,Customer initiated return for MISSING_ACCESSORY
RET-100718,True,True,False,True,True,2,False,True,False,10,Customer initiated return for PRODUCT_DEFECT
RET-100719,True,True,True,False,True,1,False,False,True,5,Customer initiated return for WARRANTY_FAILURE
RET-100720,True,False,True,False,True,2,False,True,True,8,Customer initiated return for MISSING_ACCESSORY
RET-100721,True,True,False,False,True,1,True,False,True,10,Customer initiated return for PERFORMANCE_EXPECTATION
RET-100722,True,True,False,False,True,1,False,False,True,3,Customer initiated return for CUSTOMER_DAMAGE
RET-100723,True,False,True,False,True,1,False,True,False,5,Customer initiated return for PRODUCT_DEFECT
RET-100724,True,True,False,False,True,1,False,False,True,2,Customer initiated return for CUSTOMER_ORDER_ERROR
RET-100725,True,False,False,False,False,2,True,True,False,1,Customer initiated return for PRODUCT_DEFECT
RET-100726,True,True,True,False,False,2,False,False,True,6,Customer initiated return for LISTING_MISMATCH
RET-100727,True,False,True,True,False,1,True,True,False,7,Customer initiated return for PRODUCT_DEFECT
RET-100728,True,True,True,False,False,1,True,False,True,7,Customer initiated return for LISTING_MISMATCH
RET-100729,True,True,True,False,False,0,True,False,True,7,Customer initiated return for LISTING_MISMATCH
RET-100730,True,False,True,False,True,0,True,False,True,4,Customer initiated return for COMPATIBILITY_ISSUE
RET-100731,True,True,True,True,True,2,True,False,True,9,Customer initiated return for NO_FAULT_FOUND
RET-100732,True,False,True,False,True,1,False,False,True,8,Customer initiated return for COMPATIBILITY_ISSUE
RET-100733,True,True,True,True,True,1,False,False,True,1,Customer initiated return for PERFORMANCE_EXPECTATION
RET-100734,True,False,False,False,False,2,False,False,True,6,Customer initiated return for PACKAGING_ISSUE
RET-100735,True,True,False,True,True,2,True,True,False,8,Customer initiated return for PRODUCT_DEFECT
RET-100736,True,False,False,False,False,0,False,False,True,5,Customer initiated return for COMPATIBILITY_ISSUE
RET-100737,True,False,True,True,False,0,False,False,True,9,Customer initiated return for COMPATIBILITY_ISSUE
