return_id,inspection_date,inspector_id,physical_damage,functional_test,missing_accessories,packaging_damage,water_damage,battery_health,compatibility_verified,fault_confirmed,inspection_notes,inspection_outcome
RET-101922,2025-06-20,INSP-16,False,PASSED,False,False,False,99,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-101923,2025-09-16,INSP-11,False,PASSED,False,False,False,100,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101924,2025-01-27,INSP-20,False,PASSED,False,False,False,94,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-101925,2025-05-14,INSP-16,False,FAILED,False,False,False,99,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101926,2025-08-31,INSP-15,False,FAILED,False,False,False,98,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101927,2025-12-01,INSP-17,False,PASSED,False,False,False,92,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-101928,2025-09-30,INSP-12,False,PASSED,False,False,False,97,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-101929,2025-09-08,INSP-12,False,PASSED,False,True,False,97,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101930,2025-11-26,INSP-17,False,PASSED,False,False,False,85,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101931,2025-08-21,INSP-19,False,FAILED,False,False,False,47,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101932,2025-02-28,INSP-11,False,PASSED,False,False,False,95,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101933,2025-12-07,INSP-15,False,PASSED,False,False,False,85,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-101934,2025-01-09,INSP-17,False,PASSED,False,False,False,89,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-101935,2025-05-04,INSP-16,True,PASSED,False,True,False,88,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-101936,2025-10-02,INSP-17,True,PASSED,False,False,False,87,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-101937,2025-04-26,INSP-13,False,PASSED,False,False,False,95,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-101938,2025-05-26,INSP-11,False,FAILED,False,False,False,99,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101939,2025-01-21,INSP-16,False,PASSED,False,False,False,87,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-101940,2025-06-15,INSP-16,False,FAILED,False,False,False,87,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101941,2025-12-25,INSP-12,False,PASSED,False,False,False,100,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101942,2025-02-25,INSP-17,False,PASSED,False,False,False,95,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-101943,2025-07-19,INSP-15,False,PASSED,True,False,False,87,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-101944,2025-04-14,INSP-12,True,PASSED,False,True,False,89,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-101945,2025-11-04,INSP-18,False,PASSED,False,False,False,98,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-101946,2025-03-09,INSP-20,False,PASSED,False,False,False,99,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-101947,2025-06-19,INSP-14,True,PASSED,False,False,False,88,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-101948,2025-03-31,INSP-15,False,PASSED,False,True,False,99,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101949,2025-06-07,INSP-14,False,FAILED,False,False,False,95,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101950,2025-07-15,INSP-14,False,PASSED,False,False,False,92,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101951,2025-08-10,INSP-18,True,PASSED,False,False,True,99,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-101952,2025-02-21,INSP-12,False,FAILED,False,False,False,90,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101953,2025-01-31,INSP-20,False,FAILED,False,False,False,96,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101954,2025-06-02,INSP-19,False,PASSED,False,False,False,97,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101955,2025-06-07,INSP-13,True,PASSED,False,True,False,91,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-101956,2025-09-04,INSP-12,False,PASSED,False,False,False,98,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101957,2025-08-22,INSP-16,False,FAILED,False,False,False,86,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101958,2025-01-27,INSP-19,False,FAILED,False,False,False,99,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101959,2025-03-27,INSP-18,False,PASSED,False,False,False,87,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101960,2025-12-20,INSP-16,False,FAILED,False,False,False,86,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101961,2025-09-19,INSP-13,False,PASSED,False,False,False,100,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101962,2025-10-27,INSP-19,False,FAILED,False,False,False,87,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101963,2025-11-07,INSP-16,False,PASSED,False,False,False,96,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101964,2025-06-20,INSP-15,False,FAILED,False,False,False,85,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101965,2025-05-02,INSP-12,False,PASSED,False,False,False,98,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-101966,2025-11-06,INSP-19,False,PASSED,False,False,False,89,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-101967,2025-10-16,INSP-19,False,PASSED,False,False,False,85,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101968,2025-01-20,INSP-17,False,FAILED,False,False,False,99,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101969,2025-12-28,INSP-15,False,PASSED,False,False,False,98,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-101970,2025-02-01,INSP-13,False,FAILED,False,False,False,96,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101971,2025-04-18,INSP-16,False,PASSED,False,False,False,90,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101972,2025-05-19,INSP-13,False,PASSED,False,False,False,99,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-101973,2025-12-16,INSP-11,False,PASSED,False,True,False,97,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101974,2025-02-08,INSP-13,False,PASSED,False,False,False,95,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-101975,2025-11-15,INSP-12,False,FAILED,False,False,False,96,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101976,2025-08-01,INSP-19,True,PASSED,False,False,False,97,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-101977,2025-11-28,INSP-15,False,FAILED,False,False,False,98,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101978,2025-05-23,INSP-17,False,PASSED,False,False,False,95,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-101979,2025-01-28,INSP-11,False,PASSED,False,False,False,86,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101980,2025-09-22,INSP-13,False,PASSED,True,False,False,91,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-101981,2025-07-20,INSP-17,False,PASSED,False,False,False,86,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-101982,2025-05-05,INSP-13,False,PASSED,False,False,False,91,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101983,2025-11-24,INSP-15,False,PASSED,False,False,False,86,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101984,2025-12-22,INSP-12,False,PASSED,False,True,False,95,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-101985,2025-07-10,INSP-20,False,FAILED,False,False,False,96,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101986,2025-05-24,INSP-16,True,PASSED,False,False,True,97,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-101987,2025-04-20,INSP-13,False,PASSED,True,False,False,90,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-101988,2025-09-08,INSP-11,False,PASSED,False,False,False,100,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-101989,2025-08-20,INSP-16,False,PASSED,False,False,False,86,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101990,2025-12-08,INSP-11,False,PASSED,True,False,False,96,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-101991,2025-11-13,INSP-12,False,PASSED,False,False,False,85,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101992,2025-11-29,INSP-12,True,PASSED,False,True,False,98,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-101993,2025-05-16,INSP-11,False,PASSED,False,False,False,85,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-101994,2025-05-17,INSP-11,False,FAILED,False,False,False,47,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-101995,2025-12-01,INSP-14,False,PASSED,False,True,False,94,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101996,2025-06-04,INSP-16,False,PASSED,False,False,False,91,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-101997,2025-11-29,INSP-15,False,PASSED,True,False,False,95,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-101998,2025-03-30,INSP-18,False,PASSED,False,False,False,100,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-101999,2025-01-06,INSP-16,False,PASSED,False,False,False,94,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102000,2025-09-20,INSP-11,True,PASSED,False,True,False,97,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-102001,2025-11-27,INSP-12,False,PASSED,False,False,False,91,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102002,2025-11-05,INSP-16,False,FAILED,False,False,False,86,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102003,2025-09-12,INSP-11,False,PASSED,False,False,False,93,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102004,2025-10-19,INSP-11,False,FAILED,False,False,False,98,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102005,2025-11-18,INSP-17,False,PASSED,False,False,False,99,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102006,2025-12-06,INSP-13,False,PASSED,False,False,False,90,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102007,2025-08-02,INSP-16,True,PASSED,False,False,False,97,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-102008,2025-02-13,INSP-20,False,PASSED,False,False,False,90,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-102009,2025-02-23,INSP-19,False,PASSED,False,False,False,85,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102010,2025-12-29,INSP-20,False,PASSED,False,False,False,90,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-102011,2025-03-08,INSP-13,False,PASSED,False,False,False,88,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102012,2025-03-06,INSP-12,False,PASSED,False,False,False,95,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102013,2025-12-13,INSP-14,False,FAILED,False,False,False,88,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102014,2025-01-06,INSP-13,False,FAILED,False,False,False,94,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102015,2025-04-15,INSP-17,False,PASSED,False,False,False,87,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-102016,2025-06-06,INSP-16,False,PASSED,False,False,False,92,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102017,2025-01-03,INSP-12,False,FAILED,False,False,False,95,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102018,2025-09-15,INSP-14,False,FAILED,False,False,False,95,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102019,2025-09-21,INSP-11,False,PASSED,False,False,False,89,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102020,2025-12-12,INSP-13,False,PASSED,False,False,False,95,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102021,2025-09-23,INSP-17,False,FAILED,False,False,False,95,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102022,2025-02-02,INSP-16,False,PASSED,False,False,False,92,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102023,2025-12-26,INSP-18,False,PASSED,False,False,False,100,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102024,2025-11-07,INSP-11,False,PASSED,False,False,False,95,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102025,2025-07-19,INSP-14,False,PASSED,False,False,False,93,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-102026,2025-02-17,INSP-19,False,FAILED,False,False,False,90,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102027,2025-05-26,INSP-18,False,FAILED,False,False,False,88,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102028,2025-09-08,INSP-15,False,FAILED,False,False,False,98,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102029,2025-05-24,INSP-17,True,PASSED,False,False,True,88,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-102030,2025-07-11,INSP-13,False,PASSED,False,False,False,97,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102031,2025-10-17,INSP-15,False,PASSED,False,False,False,87,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102032,2025-11-21,INSP-20,False,PASSED,False,False,False,94,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-102033,2025-10-26,INSP-17,False,PASSED,False,False,False,97,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-102034,2025-10-15,INSP-13,False,PASSED,False,False,False,86,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102035,2025-04-01,INSP-11,True,PASSED,False,False,False,87,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-102036,2025-07-15,INSP-17,False,FAILED,False,False,False,98,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102037,2025-02-24,INSP-13,False,PASSED,True,False,False,90,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-102038,2025-03-16,INSP-14,False,FAILED,False,False,False,36,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102039,2025-05-28,INSP-15,False,PASSED,False,False,False,96,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102040,2025-02-26,INSP-20,False,PASSED,False,False,False,91,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102041,2025-04-11,INSP-17,False,PASSED,False,False,False,94,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102042,2026-01-02,INSP-12,False,PASSED,False,False,False,93,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-102043,2025-10-04,INSP-19,False,PASSED,True,False,False,93,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-102044,2025-04-02,INSP-19,False,FAILED,False,False,False,92,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102045,2025-06-08,INSP-20,False,PASSED,False,True,False,100,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102046,2025-11-12,INSP-17,False,PASSED,False,False,False,95,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102047,2025-11-21,INSP-18,False,PASSED,False,False,False,96,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102048,2025-08-15,INSP-17,False,FAILED,False,False,False,100,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102049,2025-04-07,INSP-15,False,FAILED,False,False,False,93,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102050,2025-08-06,INSP-13,False,PASSED,False,False,False,90,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102051,2025-05-20,INSP-18,False,FAILED,False,False,False,100,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102052,2025-08-01,INSP-15,False,PASSED,False,False,False,97,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102053,2025-12-22,INSP-19,True,PASSED,False,False,False,92,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-102054,2025-11-29,INSP-13,False,FAILED,False,False,False,96,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102055,2025-02-13,INSP-12,False,PASSED,False,False,False,88,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-102056,2025-03-17,INSP-20,False,PASSED,False,False,False,90,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102057,2025-12-10,INSP-15,False,PASSED,False,False,False,95,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102058,2025-09-02,INSP-11,False,FAILED,False,False,False,36,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102059,2025-05-31,INSP-12,False,PASSED,False,True,False,86,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102060,2025-04-07,INSP-18,False,PASSED,False,False,False,85,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102061,2025-11-13,INSP-14,False,FAILED,False,False,False,91,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102062,2025-05-15,INSP-19,False,PASSED,False,False,False,89,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102063,2025-04-14,INSP-16,False,PASSED,False,False,False,95,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102064,2025-02-26,INSP-11,False,PASSED,True,False,False,85,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-102065,2025-12-17,INSP-17,False,PASSED,False,False,False,85,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102066,2025-01-24,INSP-12,True,PASSED,False,False,False,87,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-102067,2025-12-21,INSP-18,False,FAILED,False,False,False,87,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102068,2025-08-30,INSP-11,False,PASSED,False,False,False,88,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102069,2025-03-23,INSP-17,False,PASSED,False,False,False,95,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102070,2025-09-01,INSP-12,False,FAILED,False,False,False,100,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102071,2025-05-07,INSP-17,False,FAILED,False,False,False,100,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102072,2025-08-08,INSP-12,False,FAILED,False,False,False,41,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102073,2025-07-26,INSP-14,False,PASSED,True,False,False,88,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-102074,2025-09-12,INSP-18,False,PASSED,False,False,False,93,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102075,2025-08-21,INSP-18,False,PASSED,False,False,False,90,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102076,2025-08-14,INSP-19,False,FAILED,False,False,False,92,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102077,2025-09-14,INSP-15,False,FAILED,False,False,False,95,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102078,2025-12-10,INSP-15,False,FAILED,False,False,False,96,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102079,2025-02-16,INSP-18,False,PASSED,False,False,False,100,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-102080,2025-04-28,INSP-11,False,FAILED,False,False,False,92,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102081,2025-05-26,INSP-17,False,FAILED,False,False,False,34,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102082,2025-02-11,INSP-12,False,PASSED,False,False,False,88,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-102083,2025-09-23,INSP-18,False,PASSED,False,False,False,90,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102084,2025-12-14,INSP-18,False,PASSED,False,False,False,85,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102085,2025-09-29,INSP-11,False,PASSED,False,False,False,96,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-102086,2025-08-28,INSP-19,False,FAILED,False,False,False,86,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102087,2025-12-21,INSP-15,False,PASSED,False,False,False,99,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-102088,2025-09-11,INSP-20,False,PASSED,False,False,False,90,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-102089,2025-12-11,INSP-11,False,FAILED,False,False,False,90,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102090,2025-11-11,INSP-17,False,PASSED,False,False,False,87,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102091,2025-06-21,INSP-15,False,FAILED,False,False,False,98,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102092,2025-01-13,INSP-19,True,PASSED,False,True,False,100,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-102093,2025-02-07,INSP-13,False,FAILED,False,False,False,91,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102094,2025-11-27,INSP-11,False,FAILED,False,False,False,90,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102095,2025-07-18,INSP-19,False,PASSED,False,False,False,88,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102096,2025-08-11,INSP-13,False,PASSED,False,False,False,88,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102097,2025-10-20,INSP-18,False,FAILED,False,False,False,88,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102098,2025-10-13,INSP-18,False,PASSED,False,False,False,94,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102099,2025-04-25,INSP-15,False,FAILED,False,False,False,85,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102100,2025-08-19,INSP-16,True,PASSED,False,True,False,93,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-102101,2025-06-15,INSP-13,False,PASSED,False,False,False,88,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102102,2025-12-06,INSP-18,False,PASSED,False,False,False,86,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102103,2025-09-25,INSP-11,False,PASSED,False,False,False,89,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102104,2025-01-14,INSP-13,False,FAILED,False,False,False,92,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102105,2025-01-05,INSP-11,False,PASSED,False,False,False,96,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102106,2025-07-06,INSP-19,False,FAILED,False,False,False,97,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102107,2025-03-10,INSP-13,False,PASSED,False,False,False,95,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102108,2025-12-15,INSP-13,False,PASSED,False,False,False,96,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102109,2025-04-04,INSP-19,False,PASSED,False,False,False,88,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102110,2025-11-12,INSP-11,False,FAILED,False,False,False,93,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102111,2025-02-02,INSP-20,False,FAILED,False,False,False,87,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102112,2025-05-06,INSP-20,False,FAILED,False,False,False,85,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102113,2025-02-20,INSP-11,False,FAILED,False,False,False,98,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102114,2025-07-16,INSP-14,False,PASSED,False,False,False,91,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102115,2025-08-15,INSP-19,False,PASSED,False,True,False,91,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-102116,2025-03-09,INSP-15,False,FAILED,False,False,False,94,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102117,2025-12-27,INSP-15,False,FAILED,False,False,False,85,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102118,2025-06-23,INSP-11,False,PASSED,False,True,False,93,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102119,2025-09-06,INSP-18,False,FAILED,False,False,False,89,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102120,2025-03-31,INSP-18,False,PASSED,False,False,False,93,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102121,2025-03-09,INSP-16,False,PASSED,False,False,False,92,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-102122,2025-04-26,INSP-16,False,FAILED,False,False,False,98,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-102123,2025-07-15,INSP-16,False,PASSED,False,False,False,87,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102124,2025-10-08,INSP-12,False,PASSED,False,False,False,91,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102125,2025-01-25,INSP-18,False,PASSED,True,False,False,89,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-102126,2025-06-11,INSP-20,False,PASSED,False,False,False,90,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-102127,2025-08-07,INSP-11,False,PASSED,False,False,False,93,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-102128,2025-12-01,INSP-14,False,PASSED,True,False,False,90,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-102129,2025-09-30,INSP-12,False,FAILED,False,False,False,98,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
