return_id,order_id,customer_id,sku,return_date,purchase_date,return_text,customer_selected_reason,return_type,refund_amount,quantity,store_channel,return_channel,warranty_claim,days_since_purchase,return_status,ground_truth_reason,root_cause_group,preventable,preventable_owner,severity,ground_truth_priority
RET-102628,ORD-508525,CUST-121183,SKU-SMA-1091,2025-07-02,2025-06-26,battery life shorter than i hoped,PERFORMANCE_EXPECTATION,STANDARD_RETURN,697.85,1,ONLINE,MAIL,False,6,PROCESSED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
RET-102629,ORD-517465,CUST-97448,SKU-SPE-1087,2025-09-15,2025-08-20,product does not match description,LISTING_MISMATCH,STANDARD_RETURN,518.79,1,RETAIL_STORE,MAIL,False,26,REJECTED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-102630,ORD-500842,CUST-118401,SKU-MIC-1011,2025-12-20,2025-11-30,r3turn3d b3c4us3 ch4ng3d mind works fin3,NO_FAULT_FOUND,STANDARD_RETURN,900.21,1,ONLINE,MAIL,False,20,PROCESSED,NO_FAULT_FOUND,OPERATIONS,UNCERTAIN,Customer,LOW,P4
RET-102631,ORD-550995,CUST-138493,SKU-TAB-1053,2025-10-04,2025-09-20,sound quality not as good as expected,CUSTOMER_ORDER_ERROR,WARRANTY,488.59,1,ONLINE,IN_STORE_DROP,True,14,REJECTED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
RET-102632,ORD-537317,CUST-132005,SKU-SMA-1031,2025-09-26,2025-08-31,camera quality is not as advertised,SETUP_DIFFICULTY,STANDARD_RETURN,748.97,1,ONLINE,MAIL,False,26,REJECTED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-102633,ORD-511316,CUST-102819,SKU-ROU-1014,2025-09-09,2025-08-29,battery draining very fast,COMPATIBILITY_ISSUE,STANDARD_RETURN,925.79,1,ONLINE,LOCKER,False,11,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-102634,ORD-530682,CUST-131062,SKU-TAB-1128,2025-02-04,2025-01-07,spilled coffee on keyboard,CUSTOMER_DAMAGE,STANDARD_RETURN,1185.22,1,MARKETPLACE,LOCKER,False,28,PROCESSED,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4
RET-102635,ORD-578722,CUST-102124,SKU-POW-1096,2025-07-27,2025-07-18,device stopped turning on after two weeks,PRODUCT_DEFECT,STANDARD_RETURN,49.21,1,RETAIL_STORE,MAIL,False,9,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-102636,ORD-577252,CUST-106377,SKU-HEA-1063,2025-03-10,2025-03-01,expected usb c cable but not included,MISSING_ACCESSORY,STANDARD_RETURN,1042.22,1,RETAIL_STORE,MAIL,False,9,PROCESSED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3
RET-102637,ORD-519775,CUST-94428,SKU-POW-1066,2025-03-04,2025-02-17,seal was broken on delivery box,PACKAGING_ISSUE,STANDARD_RETURN,297.68,1,ONLINE,MAIL,False,15,REJECTED,PACKAGING_ISSUE,LOGISTICS,YES,Warehouse,LOW,P4
RET-102638,ORD-535448,CUST-106617,SKU-LAP-1092,2025-03-06,2025-02-20,rout3r do3s not support m3sh n3twork,COMPATIBILITY_ISSUE,STANDARD_RETURN,571.96,1,MARKETPLACE,MAIL,False,14,PENDING_INSPECTION,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-102639,ORD-572255,CUST-127243,SKU-CHA-1095,2025-04-16,2025-03-18,device stopped turning on after two weeks,PRODUCT_DEFECT,WARRANTY,756.11,1,RETAIL_STORE,IN_STORE_DROP,True,29,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-102640,ORD-512021,CUST-126422,SKU-ROU-1134,2025-01-15,2025-01-04,customer accidentally ordered wrong model,PACKAGING_ISSUE,STANDARD_RETURN,132.53,1,ONLINE,LOCKER,False,11,PROCESSED,CUSTOMER_ORDER_ERROR,CUSTOMER,NO,Customer,LOW,P4
RET-102641,ORD-561559,CUST-118766,SKU-MIC-1131,2025-01-14,2025-01-06,dropped phone on tile floor screen cracked,CUSTOMER_DAMAGE,STANDARD_RETURN,876.78,1,RETAIL_STORE,IN_STORE_DROP,False,8,REJECTED,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4
RET-102642,ORD-553733,CUST-109124,SKU-ROU-1134,2025-10-23,2025-09-29,box damaged but product works,SHIPPING_DAMAGE,WARRANTY,132.53,1,MARKETPLACE,LOCKER,True,24,REJECTED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-102643,ORD-502555,CUST-108534,SKU-SPE-1132,2025-01-01,2025-03-02,submerged non-waterproof speaker,SHIPPING_DAMAGE,STANDARD_RETURN,828.03,1,RETAIL_STORE,MAIL,False,10,PENDING_INSPECTION,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4
RET-102644,ORD-507916,CUST-102448,SKU-SPE-1027,2025-07-19,2025-06-29,wifi drops connection constantly,PRODUCT_DEFECT,WARRANTY,210.09,1,RETAIL_STORE,MAIL,True,20,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-102645,ORD-536196,CUST-115854,SKU-CAB-1133,2025-12-30,2025-12-15,internal plastic tray smashed,PACKAGING_ISSUE,STANDARD_RETURN,164.54,1,ONLINE,LOCKER,False,15,REJECTED,PACKAGING_ISSUE,LOGISTICS,YES,Warehouse,LOW,P4
RET-102646,ORD-530715,CUST-117199,SKU-POW-1141,2025-09-27,2025-09-02,power button got stuck,PRODUCT_DEFECT,WARRANTY,847.7,1,RETAIL_STORE,IN_STORE_DROP,True,25,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-102647,ORD-509091,CUST-114264,SKU-SPE-1057,2025-11-21,2025-11-19,motherboard short circuited,SETUP_DIFFICULTY,STANDARD_RETURN,757.7,1,ONLINE,IN_STORE_DROP,False,2,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-102648,ORD-501772,CUST-119722,SKU-LAP-1017,2025-08-11,2025-08-05,left earbud stopped working,PRODUCT_DEFECT,STANDARD_RETURN,298.75,1,RETAIL_STORE,IN_STORE_DROP,False,6,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-102649,ORD-545343,CUST-105980,SKU-CAB-1013,2025-01-01,2025-11-28,submerged non-waterproof speaker,CUSTOMER_DAMAGE,WARRANTY,467.22,1,MARKETPLACE,IN_STORE_DROP,True,10,PENDING_INSPECTION,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4
RET-102650,ORD-571404,CUST-128647,SKU-SMA-1004,2025-02-20,2025-01-26,screen keeps flickering,PRODUCT_DEFECT,STANDARD_RETURN,1149.3,1,ONLINE,LOCKER,False,25,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-102651,ORD-537333,CUST-93632,SKU-MIC-1056,2025-09-18,2025-09-08,camera photos look grainy in low light,MISSING_ACCESSORY,STANDARD_RETURN,1078.19,1,RETAIL_STORE,MAIL,False,10,PENDING_INSPECTION,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
RET-102652,ORD-535830,CUST-91696,SKU-SMA-1094,2025-10-19,2025-09-23,ordered wrong size by mistake,CUSTOMER_ORDER_ERROR,STANDARD_RETURN,1039.92,1,RETAIL_STORE,MAIL,False,26,PENDING_INSPECTION,CUSTOMER_ORDER_ERROR,CUSTOMER,NO,Customer,LOW,P4
RET-102653,ORD-537111,CUST-123913,SKU-HEA-1138,2025-01-08,2024-12-27,box arrived soaked in rain,PACKAGING_ISSUE,STANDARD_RETURN,501.81,1,ONLINE,MAIL,False,12,PROCESSED,PACKAGING_ISSUE,LOGISTICS,YES,Warehouse,LOW,P4
RET-102654,ORD-505879,CUST-107768,SKU-SMA-1139,2025-11-10,2025-11-05,wrong size cable,COMPATIBILITY_ISSUE,WARRANTY,198.36,1,ONLINE,IN_STORE_DROP,True,5,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-102655,ORD-577611,CUST-97109,SKU-MIC-1026,2025-09-11,2025-08-21,left earbud stopped working,PRODUCT_DEFECT,STANDARD_RETURN,1163.26,1,ONLINE,MAIL,False,21,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-102656,ORD-516826,CUST-98771,SKU-SMA-1019,2025-03-02,2025-02-21,colour r3c3iv3d is r3d not blu3 4s list3d,LISTING_MISMATCH,WARRANTY,859.84,1,RETAIL_STORE,MAIL,True,9,APPROVED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-102657,ORD-574260,CUST-123330,SKU-SMA-1019,2025-11-18,2025-11-15,manual missing from package,MISSING_ACCESSORY,STANDARD_RETURN,859.84,1,ONLINE,MAIL,False,3,PROCESSED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3
RET-102658,ORD-550881,CUST-119801,SKU-LAP-1077,2025-12-07,2025-11-09,box damaged but product works,CUSTOMER_DAMAGE,STANDARD_RETURN,431.9,1,ONLINE,IN_STORE_DROP,False,28,PROCESSED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-102659,ORD-569207,CUST-117668,SKU-ROU-1029,2025-08-29,2025-08-24,wifi drops connection constantly,OTHER,WARRANTY,74.42,1,RETAIL_STORE,MAIL,True,5,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-102660,ORD-562055,CUST-130521,SKU-SPE-1102,2025-02-17,2025-02-06,screen arrived cracked,COMPATIBILITY_ISSUE,STANDARD_RETURN,1029.38,1,MARKETPLACE,MAIL,False,11,PROCESSED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-102661,ORD-523528,CUST-132874,SKU-LAP-1002,2025-01-15,2024-12-31,3xp3ct3d usb c but r3c3iv3d micro usb,LISTING_MISMATCH,STANDARD_RETURN,52.66,1,RETAIL_STORE,IN_STORE_DROP,False,15,PROCESSED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-102662,ORD-544068,CUST-91312,SKU-CAM-1144,2025-11-13,2025-11-04,battery draining very fast,PRODUCT_DEFECT,WARRANTY,540.09,1,MARKETPLACE,MAIL,True,9,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-102663,ORD-517650,CUST-91768,SKU-KEY-1145,2025-09-09,2025-08-25,battery expanded after 10 months,WARRANTY_FAILURE,WARRANTY,424.03,1,RETAIL_STORE,MAIL,True,15,PROCESSED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P1
RET-102664,ORD-533063,CUST-124056,SKU-CHA-1005,2025-09-11,2025-09-01,product does not match description,LISTING_MISMATCH,STANDARD_RETURN,879.73,1,ONLINE,MAIL,False,10,PROCESSED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-102665,ORD-503401,CUST-91240,SKU-CAM-1054,2025-10-18,2025-10-16,h34dphon3s won't conn3ct to my l4ptop,COMPATIBILITY_ISSUE,STANDARD_RETURN,1102.2,1,RETAIL_STORE,MAIL,False,2,APPROVED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-102666,ORD-512042,CUST-126393,SKU-CHA-1005,2025-09-25,2025-09-03,power button got stuck,OTHER,WARRANTY,879.73,1,MARKETPLACE,IN_STORE_DROP,True,22,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-102667,ORD-555139,CUST-123018,SKU-TVS-1037,2025-11-19,2025-11-06,screen arrived cracked,WARRANTY_FAILURE,STANDARD_RETURN,67.24,1,RETAIL_STORE,IN_STORE_DROP,False,13,APPROVED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-102668,ORD-503959,CUST-120897,SKU-MIC-1071,2025-05-10,2025-05-01,camera quality is not as advertised,LISTING_MISMATCH,WARRANTY,531.05,1,MARKETPLACE,LOCKER,True,9,REJECTED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-102669,ORD-556863,CUST-91989,SKU-GAM-1015,2025-11-23,2025-11-10,product does not match description,LISTING_MISMATCH,STANDARD_RETURN,616.6,1,MARKETPLACE,LOCKER,False,13,REJECTED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-102670,ORD-526941,CUST-116419,SKU-SMA-1076,2025-03-17,2025-03-12,internal plastic tray smashed,PACKAGING_ISSUE,STANDARD_RETURN,363.67,1,RETAIL_STORE,LOCKER,False,5,PROCESSED,PACKAGING_ISSUE,LOGISTICS,YES,Warehouse,LOW,P4
RET-102671,ORD-510831,CUST-124243,SKU-ROU-1014,2025-10-22,2025-09-22,charging port loose after half year,WARRANTY_FAILURE,WARRANTY,925.79,1,ONLINE,MAIL,True,30,APPROVED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P1
RET-102672,ORD-537542,CUST-95161,SKU-HEA-1018,2025-07-21,2025-06-21,product does not match description,LISTING_MISMATCH,STANDARD_RETURN,167.14,1,RETAIL_STORE,LOCKER,False,30,APPROVED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-102673,ORD-509447,CUST-129375,SKU-TAB-1008,2025-02-09,2025-02-06,wrong size cable,COMPATIBILITY_ISSUE,STANDARD_RETURN,647.96,1,MARKETPLACE,MAIL,False,3,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-102674,ORD-531945,CUST-99343,SKU-GAM-1135,2025-07-10,2025-07-02,colour received is red not blue as listed,LISTING_MISMATCH,STANDARD_RETURN,550.09,1,MARKETPLACE,MAIL,False,8,REJECTED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-102675,ORD-513278,CUST-124149,SKU-TVS-1112,2025-03-15,2025-03-02,power adapter absent from sealed box,LISTING_MISMATCH,WARRANTY,141.38,1,ONLINE,LOCKER,True,13,PENDING_INSPECTION,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3
RET-102676,ORD-539258,CUST-126767,SKU-CAM-1054,2025-01-05,2024-12-26,left earbud stopped working,PRODUCT_DEFECT,STANDARD_RETURN,2204.4,2,MARKETPLACE,MAIL,False,10,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-102677,ORD-503093,CUST-122204,SKU-CHA-1050,2025-06-09,2025-05-28,realized i don't need this item,CUSTOMER_ORDER_ERROR,STANDARD_RETURN,566.01,1,ONLINE,IN_STORE_DROP,False,12,APPROVED,CUSTOMER_ORDER_ERROR,CUSTOMER,NO,Customer,LOW,P4
RET-102678,ORD-501666,CUST-119229,SKU-SPE-1102,2025-07-04,2025-06-17,works perfectly on test bench,NO_FAULT_FOUND,STANDARD_RETURN,1029.38,1,RETAIL_STORE,LOCKER,False,17,REJECTED,NO_FAULT_FOUND,OPERATIONS,UNCERTAIN,Customer,LOW,P4
RET-102679,ORD-556032,CUST-97845,SKU-LAP-1047,2025-01-04,2024-12-07,mounting screws missing,MISSING_ACCESSORY,STANDARD_RETURN,446.6,1,RETAIL_STORE,LOCKER,False,28,APPROVED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3
RET-102680,ORD-548903,CUST-118104,SKU-CAB-1088,2025-04-02,2025-03-12,received wrong model version,LISTING_MISMATCH,STANDARD_RETURN,1440.26,2,RETAIL_STORE,IN_STORE_DROP,False,21,REJECTED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-102681,ORD-550502,CUST-103222,SKU-CAB-1028,2025-05-17,2025-05-13,customer accidentally ordered wrong model,CUSTOMER_ORDER_ERROR,WARRANTY,240.03,1,ONLINE,MAIL,True,4,PROCESSED,CUSTOMER_ORDER_ERROR,CUSTOMER,NO,Customer,LOW,P4
RET-102682,ORD-540642,CUST-120423,SKU-LAP-1107,2025-03-05,2025-02-28,wrong size cable,COMPATIBILITY_ISSUE,STANDARD_RETURN,424.28,2,ONLINE,MAIL,False,5,APPROVED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-102683,ORD-563157,CUST-124266,SKU-TVS-1097,2025-12-27,2025-11-30,router does not support mesh network,PRODUCT_DEFECT,STANDARD_RETURN,1190.82,1,RETAIL_STORE,IN_STORE_DROP,False,27,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-102684,ORD-575747,CUST-116834,SKU-TAB-1068,2025-02-11,2025-02-01,motherboard short circuited,PRODUCT_DEFECT,STANDARD_RETURN,697.32,1,ONLINE,LOCKER,False,10,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-102685,ORD-540923,CUST-138958,SKU-CAB-1103,2025-09-14,2025-08-16,moth3rbo4rd short circuit3d,PRODUCT_DEFECT,STANDARD_RETURN,1158.32,1,MARKETPLACE,IN_STORE_DROP,False,29,PROCESSED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-102686,ORD-511935,CUST-90583,SKU-SMA-1136,2025-04-14,2025-04-11,product overheating during charging,PRODUCT_DEFECT,WARRANTY,520.72,1,MARKETPLACE,IN_STORE_DROP,True,3,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-102687,ORD-536908,CUST-115498,SKU-TAB-1008,2025-07-05,2025-06-18,screen arrived cracked,SHIPPING_DAMAGE,WARRANTY,647.96,1,MARKETPLACE,MAIL,True,17,PENDING_INSPECTION,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-102688,ORD-530770,CUST-96500,SKU-CHA-1140,2025-11-30,2025-11-10,colour received is red not blue as listed,LISTING_MISMATCH,STANDARD_RETURN,971.56,1,RETAIL_STORE,LOCKER,False,20,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-102689,ORD-557209,CUST-112864,SKU-TVS-1037,2025-03-03,2025-02-17,speaker produces loud static noise,PRODUCT_DEFECT,STANDARD_RETURN,67.24,1,ONLINE,MAIL,False,14,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-102690,ORD-520574,CUST-99596,SKU-CAB-1013,2025-07-08,2025-06-19,wrong size cable,PACKAGING_ISSUE,WARRANTY,467.22,1,RETAIL_STORE,MAIL,True,19,PENDING_INSPECTION,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-102691,ORD-547994,CUST-90293,SKU-POW-1021,2025-12-11,2025-11-24,router does not support mesh network,COMPATIBILITY_ISSUE,STANDARD_RETURN,286.3,1,RETAIL_STORE,LOCKER,False,17,PROCESSED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-102692,ORD-552400,CUST-135615,SKU-CAB-1088,2025-12-19,2025-12-09,returned because changed mind works fine,PACKAGING_ISSUE,STANDARD_RETURN,1440.26,2,RETAIL_STORE,MAIL,False,10,PENDING_INSPECTION,NO_FAULT_FOUND,OPERATIONS,UNCERTAIN,Customer,LOW,P4
RET-102693,ORD-529188,CUST-125896,SKU-MIC-1146,2025-03-08,2025-02-13,outer carton crushed during transit,LISTING_MISMATCH,WARRANTY,276.31,1,ONLINE,IN_STORE_DROP,True,23,REJECTED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-102694,ORD-502252,CUST-119389,SKU-MIC-1071,2025-03-10,2025-02-15,wifi drops connection constantly,PRODUCT_DEFECT,STANDARD_RETURN,1062.1,2,MARKETPLACE,IN_STORE_DROP,False,23,PROCESSED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-102695,ORD-520975,CUST-105351,SKU-MIC-1056,2025-04-15,2025-03-27,wrong size cable,COMPATIBILITY_ISSUE,STANDARD_RETURN,1078.19,1,MARKETPLACE,IN_STORE_DROP,False,19,PENDING_INSPECTION,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-102696,ORD-529446,CUST-99288,SKU-CHA-1035,2025-12-17,2025-11-21,dropped phone on tile floor screen cracked,CUSTOMER_DAMAGE,WARRANTY,328.39,1,ONLINE,LOCKER,True,26,PROCESSED,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4
RET-102697,ORD-547293,CUST-92565,SKU-SMA-1004,2025-03-03,2025-02-24,speaker produces loud static noise,PRODUCT_DEFECT,WARRANTY,1149.3,1,MARKETPLACE,MAIL,True,7,PROCESSED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-102698,ORD-550323,CUST-112727,SKU-SPE-1102,2025-02-04,2025-01-29,charging port loose after half year,WARRANTY_FAILURE,WARRANTY,1029.38,1,MARKETPLACE,LOCKER,True,6,REJECTED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P1
RET-102699,ORD-551050,CUST-126005,SKU-CHA-1125,2025-12-30,2025-12-27,speaker produces loud static noise,PRODUCT_DEFECT,STANDARD_RETURN,86.75,1,ONLINE,MAIL,False,3,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-102700,ORD-543184,CUST-116921,SKU-ROU-1104,2025-09-16,2025-09-14,outer carton crushed during transit,SHIPPING_DAMAGE,STANDARD_RETURN,638.25,1,MARKETPLACE,LOCKER,False,2,PROCESSED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-102701,ORD-502652,CUST-138056,SKU-MIC-1086,2025-02-26,2025-02-24,left earbud stopped working,PRODUCT_DEFECT,WARRANTY,289.3,1,RETAIL_STORE,MAIL,True,2,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-102702,ORD-534446,CUST-95132,SKU-CHA-1095,2025-09-13,2025-08-19,wrong size cable,COMPATIBILITY_ISSUE,STANDARD_RETURN,756.11,1,MARKETPLACE,LOCKER,False,25,APPROVED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-102703,ORD-549633,CUST-103845,SKU-ROU-1029,2025-07-23,2025-07-21,wifi drops connection constantly,PRODUCT_DEFECT,STANDARD_RETURN,74.42,1,MARKETPLACE,IN_STORE_DROP,False,2,PROCESSED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-102704,ORD-569378,CUST-100529,SKU-KEY-1055,2025-02-20,2025-02-09,manual didn't explain installation,PERFORMANCE_EXPECTATION,STANDARD_RETURN,1140.8,1,MARKETPLACE,MAIL,False,11,APPROVED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3
RET-102705,ORD-534272,CUST-114717,SKU-TVS-1127,2025-12-04,2025-12-02,t3st3d fin3 custom3r didn't lik3 color,PACKAGING_ISSUE,STANDARD_RETURN,978.47,1,MARKETPLACE,LOCKER,False,2,PROCESSED,NO_FAULT_FOUND,OPERATIONS,UNCERTAIN,Customer,LOW,P4
RET-102706,ORD-530990,CUST-104918,SKU-SMA-1136,2025-05-29,2025-05-18,charger missing from box,MISSING_ACCESSORY,STANDARD_RETURN,520.72,1,ONLINE,LOCKER,False,11,PROCESSED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3
RET-102707,ORD-550614,CUST-97972,SKU-POW-1066,2025-06-22,2025-05-24,bluetooth disconnecting every few minutes,SETUP_DIFFICULTY,STANDARD_RETURN,297.68,1,RETAIL_STORE,MAIL,False,29,APPROVED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3
RET-102708,ORD-556603,CUST-94057,SKU-GAM-1120,2025-07-15,2025-06-27,power adapter absent from sealed box,MISSING_ACCESSORY,WARRANTY,989.56,1,ONLINE,IN_STORE_DROP,True,18,APPROVED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3
RET-102709,ORD-534285,CUST-100477,SKU-HEA-1138,2025-11-15,2025-10-27,camera photos look grainy in low light,PERFORMANCE_EXPECTATION,WARRANTY,501.81,1,ONLINE,IN_STORE_DROP,True,19,APPROVED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
RET-102710,ORD-533508,CUST-114061,SKU-TVS-1142,2025-04-07,2025-03-12,headphones won't connect to my laptop,COMPATIBILITY_ISSUE,STANDARD_RETURN,183.12,1,MARKETPLACE,LOCKER,False,26,PENDING_INSPECTION,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-102711,ORD-561450,CUST-133421,SKU-SPE-1147,2025-08-16,2025-08-03,device stopped turning on after two weeks,PRODUCT_DEFECT,WARRANTY,357.99,1,RETAIL_STORE,MAIL,True,13,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-102712,ORD-546473,CUST-111134,SKU-CHA-1125,2025-07-20,2025-06-29,router does not support mesh network,MISSING_ACCESSORY,STANDARD_RETURN,86.75,1,ONLINE,LOCKER,False,21,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-102713,ORD-575417,CUST-106945,SKU-KEY-1070,2025-06-19,2025-05-29,confusing setup steps device won't pair,SETUP_DIFFICULTY,STANDARD_RETURN,29.99,1,MARKETPLACE,IN_STORE_DROP,False,21,PROCESSED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3
RET-102714,ORD-517724,CUST-129187,SKU-SPE-1057,2025-04-01,2025-03-26,colour received is red not blue as listed,SETUP_DIFFICULTY,STANDARD_RETURN,757.7,1,MARKETPLACE,MAIL,False,6,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-102715,ORD-545248,CUST-132116,SKU-SPE-1042,2025-03-28,2025-03-12,headphones won't connect to my laptop,COMPATIBILITY_ISSUE,STANDARD_RETURN,331.16,1,MARKETPLACE,LOCKER,False,16,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-102716,ORD-532282,CUST-105241,SKU-MIC-1101,2025-05-14,2025-05-11,camera quality is not as advertised,OTHER,WARRANTY,554.58,1,RETAIL_STORE,MAIL,True,3,PROCESSED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-102717,ORD-570647,CUST-124731,SKU-SMA-1019,2025-08-02,2025-07-04,charging port loose after half year,WARRANTY_FAILURE,WARRANTY,859.84,1,RETAIL_STORE,IN_STORE_DROP,True,29,APPROVED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P1
RET-102718,ORD-518163,CUST-120228,SKU-GAM-1090,2025-09-15,2025-08-19,power button got stuck,PRODUCT_DEFECT,STANDARD_RETURN,45.65,1,ONLINE,IN_STORE_DROP,False,27,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-102719,ORD-535443,CUST-92353,SKU-SMA-1124,2025-11-28,2025-11-06,wifi drops connection constantly,PRODUCT_DEFECT,STANDARD_RETURN,53.77,1,MARKETPLACE,MAIL,False,22,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
